ID,SeasonCode,ProductCode,CycleCode,CountryCode,Biz_unit_Code,CatCode,SubCatCode,UnitBaseCode,GenderCode,GroupCode,ColourCode,First_Sale_Date,PVP,Dist_phase,Units_Sold,Stock,Flop
567AFC80,5,38,2,1,3,11,20,197,1,2,15,20160507,8.00,7,13,289,1
567B0791,5,38,2,1,3,11,20,197,1,2,8,20160428,8.00,0,9,243,1
567DCF03,5,38,2,1,3,11,20,197,1,2,2,20160317,8.00,4,2,205,1
567DD105,5,38,2,1,3,11,20,197,1,2,3,0,8.00,0,3,275,1
567DDE18,5,26,2,1,4,10,9,165,2,2,9,20160318,10.00,5,3,447,1
567DE222,5,26,2,1,4,10,9,165,2,2,11,20160422,10.00,12,17,257,1
5680BE54,5,10,2,2,4,4,9,14,2,2,2,20160502,8.00,2,135,114,0
56968226,5,34,2,2,3,3,6,381,1,8,10,20160511,8.00,11,97,279,0
5696A359,5,10,2,2,3,3,11,75,2,2,2,20160501,6.50,7,91,131,0
56973707,5,38,2,1,3,11,28,113,2,2,5,20160401,5.00,1,30,54,0
56973606,5,38,2,1,3,11,28,113,2,2,2,20160401,5.00,1,20,139,0
56973F15,5,38,2,1,3,11,28,113,2,2,9,20160406,5.00,10,8,215,1
56979298,5,7,2,16,4,4,12,233,1,2,11,20160512,9.00,4,29,206,1
56980C20,5,52,2,1,4,4,12,214,1,8,2,20160514,5.00,6,18,334,1
56983460,5,52,2,1,4,4,12,214,1,8,2,20160513,5.00,5,8,184,0
56987727,5,52,2,1,4,4,12,214,1,8,2,20160511,6.50,3,39,299,1
56989052,5,44,2,1,4,4,12,214,1,9,5,20160511,2.00,3,36,235,1
56993A22,5,53,2,1,4,4,12,214,1,8,2,20160510,5.00,2,32,287,1
56994C40,5,53,2,1,4,4,12,214,1,8,2,20160510,5.00,2,18,241,1
56995B55,5,52,2,1,4,4,12,214,1,8,2,20160509,5.00,1,56,106,0
56996A70,5,52,2,1,4,4,12,214,1,8,2,20160509,5.00,1,26,170,0
56A0E282,5,102,2,1,4,13,68,316,3,2,13,20160328,2.00,1,27,184,0
56A36E34,5,26,2,1,3,11,28,282,2,2,2,20160222,10.00,1,48,192,0
56B9BC44,5,56,2,1,4,10,9,396,2,2,1,20160311,3.00,0,57,272,0
56BA5193,5,32,2,1,4,13,26,83,2,8,2,20160408,5.00,12,28,129,0
56BA6109,5,32,2,1,4,13,26,83,2,8,2,20160406,5.00,10,12,208,1
56BA6917,5,32,2,1,4,13,26,83,3,8,9,20160405,5.00,9,27,47,0
56BB5755,5,56,2,1,4,10,12,397,1,2,9,20160419,3.00,23,42,142,0
56BB5B59,5,56,2,1,4,10,12,397,1,2,1,20160412,3.00,16,36,44,0
56BD8210,5,38,2,1,4,10,9,216,2,2,2,20160331,9.00,18,2,252,1
56BDAA50,5,23,2,1,4,13,53,310,1,8,2,0,8.00,0,0,0,0
56BDB056,5,21,2,5,4,10,12,157,1,2,8,20160223,18.00,0,6,206,1
56BDB561,5,21,2,5,4,10,9,255,2,2,2,20160229,18.00,1,26,227,1
56BDCB83,5,21,2,5,3,11,28,260,2,2,2,20160301,18.00,2,18,121,0
56BE1860,5,38,2,1,3,11,28,200,2,2,11,20160509,9.00,9,48,179,0
56BE2068,5,38,2,1,3,11,28,200,2,2,2,20160504,9.00,4,37,222,0
56BE2E82,5,38,2,1,4,10,9,216,2,2,11,20160510,9.00,2,17,363,1
56BE3C96,5,38,2,1,4,10,9,216,2,2,2,20160507,9.00,0,62,579,1
56BE4808,5,56,2,1,4,10,9,396,2,2,1,20160503,3.00,3,47,181,0
56BF8F35,5,48,2,2,3,3,6,189,1,2,1,20160324,10.00,0,4,170,0
56C12137,5,28,2,1,4,13,69,467,3,10,2,0,4.00,0,0,0,0
56C12440,5,28,2,1,4,13,69,467,3,10,5,0,4.00,0,0,0,0
56C12642,5,28,2,1,4,13,69,467,2,10,2,0,4.00,0,0,0,0
56C12945,5,28,2,1,4,13,46,468,1,10,3,0,4.00,0,0,0,0
56C13052,5,32,2,1,4,13,30,119,1,8,9,20160330,4.00,3,81,13,0
56C13557,5,32,2,1,4,13,30,119,1,8,9,20160330,5.00,3,67,22,0
56C13B63,5,32,2,1,4,13,30,119,1,8,9,20160331,5.00,4,21,191,0
56C45860,5,9,2,4,4,4,12,406,1,9,2,20160507,4.00,0,1,280,1
56C46674,5,9,2,4,4,4,12,406,1,9,8,20160524,4.00,9,158,114,0
56C4AF47,5,32,2,1,4,13,30,119,3,8,1,20160411,5.00,11,0,164,0
56C4B452,5,26,2,1,4,10,12,56,1,2,2,20160303,10.00,0,166,130,0
56C4C266,5,28,2,1,4,13,46,468,1,8,4,20160511,6.50,3,25,43,0
56C4C468,5,28,2,1,4,13,46,468,3,8,2,20160512,6.50,4,25,104,0
56C4C670,5,28,2,1,4,13,46,468,1,8,1,20160422,6.50,0,2,51,0
56C4C973,5,28,2,1,4,13,46,468,1,8,3,20160429,6.50,0,6,4,0
56C4CD77,5,28,2,1,4,13,46,468,3,8,10,20160423,5.00,6,2,62,0
56C4CF79,5,28,2,1,4,13,46,468,1,8,2,20160503,5.00,0,11,103,0
56C4D282,5,28,2,1,4,13,69,469,3,2,11,20160411,6.50,1,67,6,0
56C4D686,5,28,2,1,4,13,69,467,3,8,11,20160414,5.00,4,13,41,0
56C4D888,5,28,2,1,4,13,69,467,2,8,2,20160510,5.00,2,6,115,0
56C4DC92,5,28,2,1,4,13,69,467,3,8,2,20160430,5.00,13,7,33,0
56C4DE94,5,28,2,1,4,13,69,467,3,8,2,20160510,6.50,2,79,9,0
56D68412,5,34,2,5,3,3,11,90,1,2,9,20160506,8.00,6,106,112,0
56D6C880,5,9,1,2,3,3,11,465,1,8,2,20160511,4.00,11,53,238,0
56DA4876,5,75,2,1,4,13,68,313,1,8,14,20160317,2.50,0,83,36,0
56DA4D81,5,75,2,1,4,13,68,313,3,8,2,20160318,2.00,0,28,178,1
56DA5185,5,75,2,1,4,13,68,313,1,8,13,20160316,2.00,0,54,119,0
56DA5993,5,75,2,1,4,13,68,385,3,8,8,20160317,1.00,0,70,23,0
56DA5D97,5,75,2,1,4,13,68,385,1,8,5,20160316,1.00,0,53,9,0
56DA5F99,5,75,2,1,4,13,68,385,1,8,8,20160318,1.00,0,47,58,0
56DA6808,5,75,2,1,4,13,68,313,3,8,8,20160317,2.00,0,100,68,0
56DA6B11,5,75,2,1,4,13,68,313,1,8,2,20160316,2.00,0,104,173,0
56DA6E14,5,75,2,1,4,13,68,313,1,8,5,20160317,2.00,0,115,14,0
56DA7319,5,38,2,1,4,10,12,195,1,8,9,0,8.00,0,0,0,0
56DA7E30,5,38,2,1,4,10,12,195,1,8,15,0,8.00,0,0,0,0
56DA8C44,5,38,2,1,4,10,12,195,1,8,15,20160409,9.00,0,0,632,1
56DA9A58,5,38,2,1,4,10,12,195,1,8,1,20160530,8.00,3,89,672,1
56DAA872,5,21,2,1,4,10,12,157,1,8,14,0,9.00,0,0,0,0
56DABA90,5,21,2,1,3,11,20,270,1,8,15,0,9.00,0,0,0,0
56DAC298,5,21,2,1,4,10,12,157,1,8,14,0,9.00,0,0,0,0
56DAEF43,5,21,2,1,4,10,12,157,1,8,4,0,8.00,0,0,0,0
56DB6F71,5,16,1,4,4,4,9,265,2,9,3,0,1.00,0,0,0,0
56DB7981,5,16,1,4,4,4,9,265,2,9,2,0,1.00,0,0,0,0
56DB9307,5,16,1,4,4,4,9,265,2,9,2,0,1.00,0,0,0,0
56DB9D17,5,16,1,4,4,4,9,265,2,9,2,0,1.00,0,0,0,0
56DBA626,5,16,1,4,4,4,9,265,2,9,1,0,1.00,0,0,0,0
56DBBA46,5,87,1,4,3,3,10,213,2,9,1,0,3.00,0,0,0,0
56DBCF67,5,16,1,4,3,3,10,213,2,9,2,0,1.00,0,0,0,0
56DBD472,5,16,1,4,3,3,10,213,2,9,1,0,1.00,0,0,0,0
56DBE387,5,16,1,4,3,3,10,213,2,9,2,0,1.00,0,0,0,0
56DBF101,5,16,1,4,3,3,10,213,2,9,3,0,1.00,0,0,0,0
56DDA335,5,26,2,1,3,11,28,160,2,2,3,20160308,10.00,2,12,231,1
56DDA638,5,26,2,1,4,10,9,165,2,2,2,20160313,10.00,7,17,385,1
56DDB755,5,26,2,1,4,10,9,165,2,2,11,20160307,10.00,1,45,401,1
56DDF719,5,7,2,2,3,3,6,13,1,2,8,20160409,9.00,0,14,277,1
56DE5B19,5,38,2,1,4,10,12,195,1,10,1,20160405,5.00,9,25,201,0
56DE5715,5,38,2,1,4,10,12,195,1,10,14,20160404,5.00,8,41,157,0
56DEFC80,5,23,2,1,4,13,53,310,1,8,9,20160620,6.50,4,28,113,0
56DEFE82,5,23,2,1,4,13,53,310,1,8,2,20160622,6.50,6,13,73,0
56DF7197,5,33,2,2,3,8,25,213,1,9,13,0,2.00,0,0,0,0
56DF7804,5,33,2,2,3,8,24,212,1,9,13,0,2.00,0,0,0,0
56DF7F11,5,33,2,2,4,15,40,204,1,9,13,0,2.00,0,0,0,0
56DF8618,5,33,2,2,4,15,41,203,1,9,13,0,2.00,0,0,0,0
56E27165,5,38,2,1,3,11,28,200,2,2,2,20160406,9.00,24,6,303,1
56E36610,5,3,2,5,4,4,12,123,1,2,1,20160321,9.00,22,0,9,0
56E3CE14,5,38,2,1,3,11,20,74,1,8,15,20160710,5.00,0,0,0,0
56E4F307,5,21,2,1,3,11,20,270,1,2,1,20160309,9.00,3,40,174,0
56E4F610,5,21,2,1,3,11,20,270,1,2,2,20160331,9.00,4,21,124,0
56E50121,5,21,2,1,4,10,12,157,1,2,1,20160308,9.00,2,67,171,0
56E50E34,5,21,2,1,4,10,12,157,1,2,2,20160312,10.00,6,37,382,1
56E53876,5,32,2,1,4,13,30,119,3,8,1,0,4.00,0,0,0,0
56E53E82,5,32,2,1,4,13,30,119,3,8,8,20160720,4.00,0,0,0,0
56E56C28,5,56,2,1,3,11,28,259,2,2,11,20160511,5.00,11,26,217,1
56E57133,5,56,2,1,3,11,20,404,1,2,2,20160505,5.00,5,22,201,1
56E57537,5,56,2,1,4,10,12,408,1,2,2,20160511,4.00,3,30,260,1
56E57D45,5,56,2,1,4,10,12,408,1,2,3,20160509,4.00,1,34,218,1
56F93694,5,38,2,1,3,11,20,197,1,8,14,0,8.00,0,0,0,0
56F93D01,5,38,2,1,3,11,20,197,1,8,15,0,8.00,0,0,0,0
56F94408,5,38,2,1,3,11,20,197,1,8,9,0,8.00,0,0,0,0
56F94913,5,38,2,1,3,11,20,197,1,8,15,20160512,8.00,0,0,220,1
56F95222,5,21,2,1,3,11,20,270,1,8,14,0,9.00,0,0,0,0
56F95828,5,38,2,1,3,11,20,197,1,8,1,20160526,8.00,0,102,169,0
56F96238,5,21,2,1,4,10,12,157,1,8,15,0,9.00,0,0,0,0
56F97052,5,21,2,1,3,11,20,270,1,8,4,0,8.00,0,0,0,0
56FB7468,5,9,2,5,4,4,12,155,1,2,2,20160318,9.00,0,41,174,0
5701F331,5,38,2,2,4,10,12,195,1,8,15,0,13.00,0,0,0,0
57022480,5,27,2,1,4,13,46,403,3,8,5,20160614,4.00,12,49,160,0
57036197,5,56,2,1,4,10,12,397,1,2,2,20160510,2.00,2,39,147,0
57042391,5,56,2,1,4,10,12,397,1,2,8,20160506,2.00,0,16,334,1
57196230,5,38,2,1,3,11,20,197,1,2,2,0,4.00,0,1,388,1
57197145,5,38,2,1,3,11,20,197,1,2,2,20160320,5.00,7,2,127,0
5.72E+62,5,21,2,1,4,10,12,157,1,2,8,20160402,5.00,20,3,300,1
5719AA02,5,38,2,1,3,11,28,200,2,2,2,20160407,4.00,11,21,344,1
5719B513,5,26,2,1,4,10,9,165,2,8,9,0,10.00,0,0,0,0
571A1105,5,26,2,1,4,10,9,165,2,8,1,0,10.00,0,0,0,0
571A2E34,5,26,2,1,4,10,9,165,2,8,14,0,10.00,0,0,0,0
5721D290,5,7,2,5,3,3,8,190,1,2,1,20160309,13.00,3,36,187,0
573B4808,5,26,2,1,3,11,28,160,2,8,7,0,10.00,0,0,0,0
57406921,5,1,2,5,4,4,12,171,1,8,2,20160301,5.00,1,67,87,0
57417993,5,67,2,1,4,13,57,264,1,8,2,20160415,5.00,19,33,86,0
57603F71,5,21,2,5,3,11,20,270,1,8,15,0,15.00,0,0,0,0
57605290,5,21,2,5,4,10,9,255,2,8,9,0,16.50,0,0,0,0
57605593,5,21,2,5,4,10,9,255,2,8,6,0,16.50,0,0,0,0
57606D17,5,21,2,5,3,11,28,260,2,8,6,0,15.00,0,0,0,0
57607626,5,21,2,5,3,11,28,260,2,8,9,20160626,15.00,0,0,1,0
57607B31,5,21,2,5,3,11,28,260,2,8,9,0,15.00,0,0,0,0
57608440,5,21,2,5,3,11,28,260,2,8,2,0,15.00,0,0,0,0
57608A46,5,21,2,5,4,10,9,255,2,8,2,0,16.50,0,0,0,0
57609A62,5,21,2,5,4,10,9,255,2,8,9,0,16.50,0,0,0,0
5760AE82,5,21,2,5,4,10,12,157,1,8,14,0,16.50,0,0,0,0
5760BB95,5,21,2,5,4,10,12,157,1,8,15,0,16.50,0,0,0,0
57616B71,5,56,2,1,3,11,20,416,1,2,2,20160607,3.00,4,46,231,1
57619412,5,56,2,1,3,11,28,415,2,2,2,20160617,3.00,8,75,204,0
57A91C24,5,16,2,5,4,4,12,187,1,8,2,0,3.00,0,0,0,0
57A91E26,5,22,2,5,4,4,12,187,1,8,2,0,7.50,0,0,0,0
57A92937,5,16,2,5,4,4,12,187,1,8,11,0,3.00,0,0,0,0
57A92D41,5,16,2,5,4,4,12,187,1,8,1,0,3.00,0,0,0,0
57A93650,5,6,2,5,4,4,12,187,1,8,2,0,5.00,0,0,0,0
57A93953,5,6,2,5,4,4,12,187,1,8,2,0,5.00,0,0,0,0
57A94262,5,72,2,5,4,4,12,187,1,8,2,0,4.00,0,0,0,0
57AC4E42,5,83,2,5,3,8,36,470,2,9,13,0,1.25,0,0,0,0
57AC5246,5,83,2,5,3,8,37,471,1,9,13,0,1.25,0,0,0,0
57AC5852,5,83,1,5,4,15,73,472,2,9,13,0,1.25,0,0,0,0
57AC6464,5,83,2,5,4,15,33,473,1,9,13,0,1.25,0,0,0,0
57E5FA06,5,7,2,5,4,4,12,186,1,2,9,0,15.00,0,0,0,0
5803D852,5,9,1,4,4,4,12,187,1,9,2,0,2.50,0,0,0,0
580D4565,5,14,1,4,4,4,12,187,1,9,8,0,1.50,0,0,0,0
580D4B71,5,14,1,4,4,4,12,187,1,9,2,0,1.50,0,0,0,0
582EB929,5,75,2,5,4,13,69,405,2,2,2,0,4.00,0,0,0,0
584D1C08,5,6,2,5,4,4,12,44,1,9,13,20160509,3.00,1,39,144,0
527FA529,3,26,2,1,3,11,20,114,1,10,8,20150120,5.00,2,51,160,0
5293C783,3,77,2,1,4,13,68,385,3,8,13,20150312,0.50,0,271,128,0
52A3D189,3,102,2,1,4,13,68,387,1,8,5,20150314,2.00,0,0,15,0
52BA3016,3,75,2,1,4,13,68,316,1,8,13,20150425,2.00,20,3,167,0
52BA8399,3,75,2,1,4,13,68,387,1,8,13,20150312,2.00,0,40,226,1
55612024,5,69,2,1,4,10,12,336,1,2,9,20151218,15.00,0,354,266,0
55612933,5,21,2,1,4,10,12,157,1,2,2,20151218,9.00,0,217,162,0
55613B51,5,69,2,1,4,10,12,336,1,2,7,20151219,12.50,0,96,85,0
55BAB355,5,13,2,2,4,4,12,77,1,9,5,20160104,5.00,8,41,315,1
55BB8F75,5,26,2,1,4,10,12,161,1,2,12,20151230,13.00,3,13,210,1
55BCDD09,5,21,2,1,3,11,20,74,1,2,2,20160114,5.00,0,56,38,0
55BCE214,5,69,2,1,3,11,20,74,1,2,11,20160105,6.50,5,25,139,0
55BCE618,5,69,2,1,3,11,20,74,1,2,8,20160115,6.50,0,9,205,1
55BCEB23,5,69,2,1,3,11,28,113,2,2,9,20160102,6.50,2,29,42,0
55BCF634,5,26,2,1,3,11,20,74,1,10,2,20160104,4.00,4,31,43,0
55BE9448,5,26,2,1,3,11,28,113,2,2,2,20160116,5.00,0,14,29,0
55BE9852,5,26,2,1,3,11,28,113,2,2,2,20160116,5.00,0,24,21,0
55BE9C56,5,26,2,1,3,11,28,113,2,2,2,20160120,5.00,0,4,90,0
55BEA060,5,26,2,1,3,11,20,74,1,2,2,20160116,5.00,0,22,77,0
55BEA464,5,26,2,1,3,11,20,74,1,2,2,20160114,5.00,0,21,80,0
55BEA868,5,21,2,1,3,11,28,113,2,2,2,20160114,5.00,0,61,13,0
55BEAD73,5,26,2,1,3,11,28,113,2,2,2,20160114,5.00,0,37,12,0
55BF5F51,5,13,2,2,3,3,6,277,1,8,1,20160107,6.50,11,58,84,0
55BF6B63,5,13,2,2,3,3,6,277,1,8,5,20160208,6.50,1,39,98,0
55BF7169,5,26,2,1,3,11,28,113,2,2,11,20160103,5.00,3,191,20,0
55BF7573,5,26,2,1,3,11,28,113,2,10,2,20160102,4.00,2,59,113,0
55BF7977,5,26,2,1,3,11,28,113,2,10,10,20160104,4.00,4,21,160,0
55BF8185,5,69,2,1,3,11,28,113,2,2,2,20160104,6.50,4,35,85,0
55BF8589,5,26,2,1,3,11,28,113,2,2,1,20160115,5.00,0,24,48,0
55BF8993,5,26,2,1,3,11,28,113,2,2,9,20160118,5.00,0,10,114,0
55BFEF95,5,21,2,1,3,11,20,74,1,2,2,20160115,6.50,0,19,158,0
55BFF399,5,21,2,1,3,11,20,74,1,2,2,20160104,6.50,4,76,65,0
55BFF703,5,21,2,1,3,11,20,74,1,2,2,20160115,6.50,0,42,52,0
55BFFB07,5,26,2,1,3,11,20,74,1,2,3,20160120,5.00,0,21,223,0
55C12909,5,3,2,1,4,4,12,156,1,2,9,20160115,15.00,0,59,120,0
55C14B43,5,1,2,2,4,4,12,171,1,8,1,20160201,5.00,1,144,60,0
55C2D537,5,33,2,7,4,15,41,143,1,9,1,20160303,6.50,4,29,147,0
55C2F771,5,33,2,7,4,15,41,143,1,9,2,20160115,6.50,0,28,150,0
55C2FE78,5,26,2,1,3,11,28,160,2,2,9,20160311,12.50,0,22,182,0
55C30C92,5,26,2,1,4,10,12,161,1,2,2,20160126,10.00,0,77,283,1
55C31E10,5,26,2,1,3,11,28,160,2,2,7,20160215,9.00,1,39,58,0
55C32517,5,26,2,1,3,11,28,160,2,2,9,20160324,9.00,0,58,64,0
55C32D25,5,26,2,1,3,11,28,160,2,2,11,20160128,10.00,0,8,236,1
55C33432,5,26,2,1,3,11,20,114,1,2,14,20160301,9.00,2,27,200,1
55C33B39,5,26,2,1,3,11,20,114,1,2,2,20160126,10.00,0,18,194,0
55C34E58,5,26,2,1,4,10,12,161,1,2,14,20160229,9.00,1,92,273,0
55C36076,5,26,2,1,4,10,9,165,2,2,11,20160204,10.00,4,11,271,1
55C38513,5,10,2,2,3,3,11,75,1,2,2,20160106,8.00,0,38,160,0
55C39529,5,26,2,1,4,10,12,161,1,2,2,20160127,9.00,0,82,180,0
55C3A242,5,26,2,1,4,10,9,165,2,2,9,20160319,9.00,6,11,232,1
55C3A949,5,26,2,1,4,10,9,165,2,2,7,20160223,9.00,2,58,95,0
55C3BD69,5,26,2,1,4,10,12,161,1,2,11,20160126,10.00,0,34,43,0
55C3CA82,5,26,2,1,3,11,20,166,1,2,8,20160202,10.00,2,56,104,0
55C3D189,5,26,2,1,3,11,28,283,2,2,5,20160202,10.00,2,14,225,1
55C3D896,5,26,2,1,4,10,9,284,2,2,2,20160204,10.00,4,14,461,1
55C3ED17,5,26,2,1,4,10,12,496,1,2,8,20160202,10.00,2,36,224,1
55C3FF35,5,38,2,2,3,11,28,200,2,2,7,20160318,13.00,26,4,70,0
55C40642,5,38,2,2,4,10,9,216,2,2,7,20160311,13.00,19,2,112,0
55C41F67,5,4,2,1,3,3,8,126,1,8,8,20160109,9.00,0,16,126,0
55C42B79,5,2,2,7,4,4,9,45,2,8,11,20160305,6.50,6,28,166,0
55C4D751,5,30,2,4,3,8,24,80,1,9,2,20160115,3.50,0,167,50,0
55C5FF47,5,16,2,2,4,4,12,171,1,8,2,20160105,5.00,5,35,11,0
55C60755,5,16,2,2,4,4,12,171,1,8,3,20160105,5.00,5,22,13,0
55C62383,5,22,2,7,4,4,9,101,2,8,2,20160217,8.00,3,62,200,0
55C76D13,5,13,2,2,4,4,12,77,1,8,1,20160105,8.00,5,31,171,0
55C7D921,5,4,2,4,4,4,9,54,2,8,11,20160122,7.50,0,11,343,1
55C7E331,5,4,2,4,4,4,9,54,2,8,2,20160122,7.50,0,23,197,0
55DB6020,5,41,2,5,3,8,36,134,2,8,1,20160106,2.00,0,96,151,0
55DB6525,5,41,2,5,3,8,36,134,2,8,11,20160106,2.00,0,96,115,0
55DB7D49,5,33,2,2,3,8,24,250,1,8,2,0,6.50,0,0,0,0
55DB8557,5,33,2,2,3,8,24,250,1,8,2,0,6.50,0,0,0,0
55DDC432,5,86,2,1,4,15,73,373,2,8,13,20160128,3.00,4,4,3,0
55DDD145,5,83,2,1,3,8,36,371,2,8,13,20160108,3.50,0,39,84,0
55DDEA70,5,83,2,1,4,15,33,378,1,8,13,20160107,3.50,0,25,428,1
55DE0092,5,84,2,1,4,15,73,377,2,8,13,20160106,5.00,0,70,186,0
55DE0F07,5,83,2,1,3,8,37,365,1,8,13,20160106,3.50,0,25,103,0
55DE1614,5,83,2,1,4,15,73,377,2,8,13,20160106,3.50,0,76,198,0
55DE1E22,5,83,2,1,4,15,73,377,2,8,11,20160107,3.00,0,30,148,0
55DE2428,5,86,2,1,4,15,33,384,1,8,13,20160121,3.00,0,42,76,0
55DE2A34,5,1,2,4,3,3,6,94,1,8,11,20151230,3.00,0,29,111,0
55DF6650,5,72,2,1,3,3,6,79,1,8,2,20160107,4.00,0,66,62,0
55E11A86,5,30,2,1,3,8,24,502,1,8,13,20160113,9.00,0,17,131,0
55E13B19,5,31,2,1,3,8,24,80,1,9,1,20160109,8.00,0,28,153,0
55E1A525,5,33,2,2,3,8,25,249,1,8,2,20160107,6.50,0,33,19,0
55E1C961,5,3,2,1,4,4,9,340,2,2,11,20160126,15.00,2,33,176,1
55E20218,5,3,1,5,3,3,6,10,1,10,8,20160119,6.50,0,16,237,0
55E20824,5,1,2,5,3,3,11,458,2,2,2,20160103,8.00,3,88,180,0
55E20E30,6,3,1,5,3,3,11,102,1,10,11,20160103,9.00,7,64,165,0
55E26820,5,1,2,5,4,4,12,115,1,2,9,20160106,9.00,10,71,233,0
55E2E343,5,33,2,2,4,15,41,143,1,8,1,20160201,8.00,1,8,202,1
55E3B351,5,1,2,5,4,4,9,348,2,2,11,20160111,9.00,0,44,78,0
55E40B39,5,1,2,4,4,4,12,115,1,9,5,20160104,6.50,8,33,224,0
55E41650,5,1,2,4,4,4,12,115,1,9,2,20160104,6.50,8,63,353,1
55E41C56,5,1,2,4,3,3,10,344,2,8,10,20151230,8.00,3,53,140,0
55E42565,5,1,1,4,3,3,10,344,2,10,3,20160107,5.00,11,17,307,1
55E46226,5,1,2,4,3,3,10,344,2,9,2,20151230,6.50,3,61,170,0
55E48056,5,22,2,2,4,4,12,171,1,8,2,20160125,6.50,1,104,54,0
55E53638,5,3,2,4,4,4,9,116,2,2,2,20160102,9.00,6,79,109,0
55E57096,5,3,2,5,3,3,8,25,1,2,9,20160108,9.00,0,20,218,0
55E58517,5,7,2,5,3,3,8,190,2,2,2,20160108,10.00,0,30,218,0
55E58F27,5,1,2,5,3,3,10,344,2,8,11,20160109,8.00,0,30,184,0
55E59937,5,1,2,5,3,3,8,459,1,8,8,20160108,6.50,0,47,209,0
55E63A98,5,10,2,2,3,3,11,75,1,2,2,20160220,8.00,0,30,95,0
55E69993,5,20,2,1,3,8,15,36,2,9,2,20160204,4.50,4,13,293,0
55E6F888,5,30,2,1,3,8,25,81,1,9,2,20160201,5.00,1,7,12,0
55E70197,5,30,2,1,3,8,25,81,1,9,13,20160201,8.00,1,17,98,0
55E70905,5,116,2,1,3,8,24,80,2,9,13,20160205,8.00,5,5,201,1
55E76C04,5,66,2,4,3,3,8,212,2,9,2,0,5.00,0,0,0,0
55E77109,5,66,1,4,4,4,9,265,2,9,4,0,5.00,0,0,0,0
55E77412,5,66,1,4,4,4,9,265,2,9,11,0,5.00,0,0,0,0
55E78832,5,66,2,4,4,4,12,187,1,9,2,0,5.00,0,0,0,0
55E79545,5,66,2,4,4,4,12,187,1,9,11,0,5.00,0,0,0,0
55E81E82,5,1,2,5,4,4,9,348,2,9,2,20160104,6.50,8,68,273,1
55E90917,5,43,2,1,4,15,74,421,2,9,2,0,2.00,0,0,0,0
55E9FC60,5,10,1,2,4,4,9,14,2,10,2,20160203,9.00,3,71,74,0
55EA5145,5,5,1,1,3,3,6,363,1,10,8,20160209,4.00,2,50,106,0
55EA5751,5,5,1,1,3,3,6,363,1,10,1,20160208,4.00,1,27,158,0
55EA5D57,5,7,1,1,3,3,6,13,1,10,2,20160206,6.50,0,46,119,0
55EA6363,5,7,1,1,3,3,6,13,1,10,3,20160208,6.50,1,93,122,0
55EAA327,5,25,2,7,3,3,8,441,2,8,2,0,7.50,0,0,0,0
55EAA933,5,3,1,7,4,4,12,156,1,10,1,20160317,10.00,0,90,118,0
55EAB040,5,3,1,7,4,4,12,156,1,10,2,0,10.00,0,0,0,0
55EACC68,5,3,1,4,4,4,12,24,1,10,8,20160104,5.00,8,159,91,0
55EAD577,5,3,1,4,4,4,12,24,1,10,3,20160104,5.00,8,79,109,0
55FBCC20,5,46,2,1,4,13,69,366,3,2,9,20160130,4.00,6,6,83,0
55FBD125,5,67,2,1,4,13,61,286,2,2,2,20160121,6.50,0,11,123,0
55FBD529,5,32,2,1,4,13,26,83,3,2,2,20160226,5.00,5,5,12,0
55FBDE38,5,67,2,1,4,13,61,286,2,2,2,20160116,6.50,0,1,114,1
55FBE040,5,32,2,1,4,13,26,83,3,2,9,20160125,5.00,1,17,169,0
55FBE646,5,32,2,1,4,13,26,83,2,2,2,20160125,5.00,1,49,29,0
55FBEC52,5,67,2,1,4,13,61,286,3,2,2,20160129,6.50,5,3,118,1
55FBF359,5,1,2,4,4,4,9,95,2,2,2,0,6.50,0,0,0,0
55FBFC68,5,1,2,4,4,4,9,95,2,8,2,0,6.50,0,0,0,0
55FC0577,5,1,2,4,4,4,9,95,2,8,5,0,6.50,0,0,0,0
55FC3E34,5,4,2,1,4,4,9,54,2,2,3,20160216,9.00,2,12,214,0
55FCEB07,5,67,2,1,4,13,61,286,2,2,5,20160123,6.50,0,5,105,0
55FCED09,5,67,2,1,4,13,57,264,3,2,8,20160115,5.00,0,4,98,0
55FCF113,5,46,2,1,4,13,69,366,3,2,10,20160121,4.00,0,4,126,1
55FCFB23,5,32,2,1,4,13,30,119,1,2,9,20160130,4.00,6,20,29,0
55FD0028,5,46,2,1,4,13,69,366,3,2,2,20160113,4.00,0,13,36,0
55FD0533,5,67,2,1,4,13,57,264,1,2,2,20160126,4.00,2,30,84,0
55FD0E42,5,6,2,7,4,4,12,44,1,9,9,20160218,6.50,0,5,5,0
55FD2B71,5,6,2,7,4,4,12,44,1,9,2,0,6.50,0,0,0,0
55FD7747,5,1,2,4,4,4,12,86,1,2,1,20160208,7.50,1,77,80,0
55FD9981,5,3,2,4,3,3,8,151,2,2,9,0,9.00,0,0,0,0
55FDB206,5,32,2,1,4,13,26,83,2,2,5,20160228,5.00,7,8,243,1
55FDBA14,5,32,2,1,4,13,26,83,2,2,9,20160128,5.00,4,24,136,0
55FEF832,5,1,2,4,3,3,10,109,2,8,2,0,5.00,0,0,0,0
55FF7860,5,46,2,1,4,13,46,179,1,2,14,20160113,4.00,0,19,79,0
55FF7D65,5,46,2,1,4,13,46,179,1,2,15,20160115,4.00,0,11,190,0
